"","vod_link","patch_date","bracket","week","date","map","t1_round","t1_team","t1_result","vs","t2_result","t2_team","t2_round","first_ban_team","first_ban_hero","second_ban_team","second_ban_hero","t1_tank","t1_dps1","t1_dps2","t1_sup1","t1_sup2","t2_tank","t2_dps1","t2_dps2","t2_sup1","t2_sup2","region"
"1","https://youtu.be/3q8TRmC7HpA?t=3662","Jan 21st","Regular Season","1","24/01/2025","Lijiang Tower","Control Center","Team Falcons","1","vs.","0","New Era","Control Center","Team Falcons","Ana","New Era","Echo","Hazard","Genji","Sojourn","Juno","Lucio","Hazard","Genji","Sojourn","Juno","Lucio","korea"
"2","https://youtu.be/3q8TRmC7HpA?t=3662","Jan 21st","Regular Season","1","24/01/2025","Lijiang Tower","Garden","Team Falcons","2(W)","vs.","0","New Era","Garden","Team Falcons","Ana","New Era","Echo","Hazard","Genji","Tracer","Juno","Lucio","Hazard","Genji","Sojourn","Juno","Lucio","korea"
"3","https://youtu.be/3q8TRmC7HpA?t=4844","Jan 21st","Regular Season","1","24/01/2025","New Junk City","A","Team Falcons","1","vs.","0","New Era","A","New Era","Tracer","Team Falcons","Hazard","Mauga","Genji","Sojourn","Juno","Lucio","Orisa","Genji","Sojourn","Juno","Lucio","korea"
"4","https://youtu.be/3q8TRmC7HpA?t=4844","Jan 21st","Regular Season","1","24/01/2025","New Junk City","B","Team Falcons","2","vs.","0","New Era","B","New Era","Tracer","Team Falcons","Hazard","Mauga","Genji","Sojourn","Juno","Lucio","Orisa","Genji","Sojourn","Juno","Lucio","korea"
"5","https://youtu.be/3q8TRmC7HpA?t=4844","Jan 21st","Regular Season","1","24/01/2025","New Junk City","E","Team Falcons","3(W)","vs.","0","New Era","E","New Era","Tracer","Team Falcons","Hazard","Mauga","Genji","Sojourn","Juno","Lucio","Mauga","Echo","Reaper","Juno","Lucio","korea"
"6","https://youtu.be/3q8TRmC7HpA?t=5814","Jan 21st","Regular Season","1","24/01/2025","King's Row","A1","Team Falcons","1","vs.","","New Era","D1","New Era","DVa","Team Falcons","Zen","Hazard","Genji","Widow","Juno","Lucio","Sigma","Genji","Ashe","Ana","Kiriko","korea"
"7","https://youtu.be/3q8TRmC7HpA?t=5814","Jan 21st","Regular Season","1","24/01/2025","King's Row","A2","Team Falcons","2","vs.","","New Era","D2","New Era","DVa","Team Falcons","Zen","Hazard","Genji","Widow","Juno","Lucio","Sigma","Genji","Ashe","Ana","Kiriko","korea"
"8","https://youtu.be/3q8TRmC7HpA?t=5814","Jan 21st","Regular Season","1","24/01/2025","King's Row","A3","Team Falcons","3","vs.","","New Era","D3","New Era","DVa","Team Falcons","Zen","Hazard","Genji","Widow","Juno","Lucio","Hazard","Genji","Widow","Ana","Kiriko","korea"
"9","https://youtu.be/3q8TRmC7HpA?t=5814","Jan 21st","Regular Season","1","24/01/2025","King's Row","D1","Team Falcons","3","vs.","1","New Era","A1","New Era","DVa","Team Falcons","Zen","Hazard","Genji","Ashe","Juno","Lucio","Hazard","Genji","Sojourn","Ana","Juno","korea"
"10","https://youtu.be/3q8TRmC7HpA?t=5814","Jan 21st","Regular Season","1","24/01/2025","King's Row","D2","Team Falcons","3","vs.","2","New Era","A2","New Era","DVa","Team Falcons","Zen","Hazard","Genji","Ashe","Juno","Lucio","Hazard","Genji","Sojourn","Ana","Juno","korea"
"11","https://youtu.be/3q8TRmC7HpA?t=5814","Jan 21st","Regular Season","1","24/01/2025","King's Row","D3","Team Falcons","3","vs.","3","New Era","A3","New Era","DVa","Team Falcons","Zen","Hazard","Genji","Sojourn","Ana","Lucio","Hazard","Genji","Sojourn","Ana","Kiriko","korea"
"12","https://youtu.be/3q8TRmC7HpA?t=5814","Jan 21st","Regular Season","1","24/01/2025","King's Row","D1","Team Falcons","3","vs.","4","New Era","A1","New Era","DVa","Team Falcons","Zen","Hazard","Genji","Tracer","Juno","Lucio","Hazard","Genji","Sojourn","Ana","Kiriko","korea"
"13","https://youtu.be/3q8TRmC7HpA?t=5814","Jan 21st","Regular Season","1","24/01/2025","King's Row","D2","Team Falcons","3","vs.","5","New Era","A2","New Era","DVa","Team Falcons","Zen","Hazard","Genji","Tracer","Kiriko","Lucio","Hazard","Genji","Sojourn","Ana","Kiriko","korea"
"14","https://youtu.be/3q8TRmC7HpA?t=5814","Jan 21st","Regular Season","1","24/01/2025","King's Row","D3","Team Falcons","3","vs.","5","New Era","A3","New Era","DVa","Team Falcons","Zen","Hazard","Genji","Widow","Kiriko","Lucio","Hazard","Genji","Sojourn","Ana","Kiriko","korea"
"15","https://youtu.be/3q8TRmC7HpA?t=5814","Jan 21st","Regular Season","1","24/01/2025","King's Row","A1","Team Falcons","4","vs.","5","New Era","D1","New Era","DVa","Team Falcons","Zen","Hazard","Genji","Widow","Juno","Lucio","Hazard","Genji","Sojourn","Ana","Kiriko","korea"
"16","https://youtu.be/3q8TRmC7HpA?t=5814","Jan 21st","Regular Season","1","24/01/2025","King's Row","A2","Team Falcons","4","vs.","5(W)","New Era","D2","New Era","DVa","Team Falcons","Zen","Hazard","Genji","Widow","Juno","Lucio","Hazard","Genji","Sojourn","Ana","Kiriko","korea"
"17","https://youtu.be/3q8TRmC7HpA?t=7798","Jan 21st","Regular Season","1","24/01/2025","Esperanca","Push","Team Falcons","W","vs.","","New Era","Push","Team Falcons","Kiriko","New Era","Soldier 76","Hazard","Genji","Sojourn","Juno","Lucio","Hazard","Genji","Sojourn","Juno","Lucio","korea"
"18","https://youtu.be/W0H-E_Dgw3Y?t=1067","Jan 21st","Regular Season","1","24/01/2025","Samoa","Volcano","Crazy Raccoon","1","vs.","0","ZETA Division","Volcano","ZETA Division","Juno","Crazy Raccoon","Tracer","Hazard","Genji","Sojourn","Kiriko","Lucio","Hazard","Genji","Sojourn","Kiriko","Lucio","korea"
"19","https://youtu.be/W0H-E_Dgw3Y?t=1067","Jan 21st","Regular Season","1","24/01/2025","Samoa","Downtown (Samoa)","Crazy Raccoon","1","vs.","1","ZETA Division","Downtown (Samoa)","ZETA Division","Juno","Crazy Raccoon","Tracer","Hazard","Genji","Sojourn","Kiriko","Lucio","Hazard","Genji","Sojourn","Kiriko","Lucio","korea"
"20","https://youtu.be/W0H-E_Dgw3Y?t=1067","Jan 21st","Regular Season","1","24/01/2025","Samoa","Beach","Crazy Raccoon","2(W)","vs.","1","ZETA Division","Beach","ZETA Division","Juno","Crazy Raccoon","Tracer","Hazard","Genji","Ashe","Kiriko","Lucio","Hazard","Genji","Sojourn","Kiriko","Lucio","korea"
"21","https://youtu.be/W0H-E_Dgw3Y?t=3503","Jan 21st","Regular Season","1","24/01/2025","King's Row","D1","Crazy Raccoon","","vs.","1","ZETA Division","A1","ZETA Division","Zarya","Crazy Raccoon","Pharah","Hazard","Echo","Widow","Juno","Lucio","DVa","Echo","Tracer","Juno","Lucio","korea"
"22","https://youtu.be/W0H-E_Dgw3Y?t=3503","Jan 21st","Regular Season","1","24/01/2025","King's Row","D2","Crazy Raccoon","","vs.","2","ZETA Division","A2","ZETA Division","Zarya","Crazy Raccoon","Pharah","Hazard","Echo","Tracer","Juno","Lucio","DVa","Echo","Tracer","Juno","Lucio","korea"
"23","https://youtu.be/W0H-E_Dgw3Y?t=3503","Jan 21st","Regular Season","1","24/01/2025","King's Row","D3","Crazy Raccoon","","vs.","2","ZETA Division","A3","ZETA Division","Zarya","Crazy Raccoon","Pharah","Hazard","Echo","Tracer","Juno","Lucio","Hazard","Echo","Tracer","Juno","Lucio","korea"
"24","https://youtu.be/W0H-E_Dgw3Y?t=3503","Jan 21st","Regular Season","1","24/01/2025","King's Row","A1","Crazy Raccoon","1","vs.","2","ZETA Division","D1","ZETA Division","Zarya","Crazy Raccoon","Pharah","DVa","Genji","Tracer","Kiriko","Lucio","DVa","Mei","Ashe","Ana","Juno","korea"
"25","https://youtu.be/W0H-E_Dgw3Y?t=3503","Jan 21st","Regular Season","1","24/01/2025","King's Row","A2","Crazy Raccoon","1","vs.","2(W)","ZETA Division","D2","ZETA Division","Zarya","Crazy Raccoon","Pharah","DVa","Genji","Tracer","Kiriko","Lucio","DVa","Mei","Ashe","Ana","Juno","korea"
"26","https://youtu.be/W0H-E_Dgw3Y?t=5489","Jan 21st","Regular Season","1","24/01/2025","Gibraltar","A1","Crazy Raccoon","1","vs.","","ZETA Division","D1","Crazy Raccoon","DVa","ZETA Division","Ana","Hazard","Genji","Widow","Juno","Lucio","Hazard","Tracer","Ashe","Juno","Brig","korea"
"27","https://youtu.be/W0H-E_Dgw3Y?t=5489","Jan 21st","Regular Season","1","24/01/2025","Gibraltar","A2","Crazy Raccoon","2","vs.","","ZETA Division","D2","Crazy Raccoon","DVa","ZETA Division","Ana","Hazard","Tracer","Ashe","Juno","Lucio","Hazard","Tracer","Ashe","Juno","Brig","korea"
"28","https://youtu.be/W0H-E_Dgw3Y?t=5489","Jan 21st","Regular Season","1","24/01/2025","Gibraltar","A3","Crazy Raccoon","3","vs.","","ZETA Division","D3","Crazy Raccoon","DVa","ZETA Division","Ana","Winston","Tracer","Ashe","Juno","Lucio","Hazard","Genji","Ashe","Juno","Brig","korea"
"29","https://youtu.be/W0H-E_Dgw3Y?t=5489","Jan 21st","Regular Season","1","24/01/2025","Gibraltar","D1","Crazy Raccoon","3","vs.","1","ZETA Division","A1","Crazy Raccoon","DVa","ZETA Division","Ana","Hazard","Tracer","Ashe","Baptiste","Zen","Hazard","Echo","Tracer","Juno","Zen","korea"
"30","https://youtu.be/W0H-E_Dgw3Y?t=5489","Jan 21st","Regular Season","1","24/01/2025","Gibraltar","D2","Crazy Raccoon","3","vs.","2","ZETA Division","A2","Crazy Raccoon","DVa","ZETA Division","Ana","Wrecking Ball","Tracer","Ashe","Baptiste","Zen","Hazard","Echo","Tracer","Juno","Kiriko","korea"
"31","https://youtu.be/W0H-E_Dgw3Y?t=5489","Jan 21st","Regular Season","1","24/01/2025","Gibraltar","D3","Crazy Raccoon","3","vs.","3","ZETA Division","A3","Crazy Raccoon","DVa","ZETA Division","Ana","Wrecking Ball","Echo","Tracer","Baptiste","Zen","Hazard","Genji","Sojourn","Juno","Kiriko","korea"
"32","https://youtu.be/W0H-E_Dgw3Y?t=5489","Jan 21st","Regular Season","1","24/01/2025","Gibraltar","D1","Crazy Raccoon","3","vs.","4","ZETA Division","A1","Crazy Raccoon","DVa","ZETA Division","Ana","Hazard","Tracer","Ashe","Juno","Lucio","Hazard","Genji","Ashe","Juno","Brig","korea"
"33","https://youtu.be/W0H-E_Dgw3Y?t=5489","Jan 21st","Regular Season","1","24/01/2025","Gibraltar","D2","Crazy Raccoon","3","vs.","4","ZETA Division","A2","Crazy Raccoon","DVa","ZETA Division","Ana","Hazard","Tracer","Ashe","Juno","Brig","Hazard","Genji","Ashe","Juno","Brig","korea"
"34","https://youtu.be/W0H-E_Dgw3Y?t=5489","Jan 21st","Regular Season","1","24/01/2025","Gibraltar","A1","Crazy Raccoon","4","vs.","4","ZETA Division","D1","Crazy Raccoon","DVa","ZETA Division","Ana","Hazard","Tracer","Ashe","Juno","Brig","Hazard","Genji","Ashe","Juno","Brig","korea"
"35","https://youtu.be/W0H-E_Dgw3Y?t=5489","Jan 21st","Regular Season","1","24/01/2025","Gibraltar","A2","Crazy Raccoon","4(W)","vs.","4","ZETA Division","D2","Crazy Raccoon","DVa","ZETA Division","Ana","Hazard","Genji","Ashe","Juno","Brig","Hazard","Genji","Ashe","Juno","Brig","korea"
"36","https://youtu.be/W0H-E_Dgw3Y?t=7808","Jan 21st","Regular Season","1","24/01/2025","New Junk City","A","Crazy Raccoon","1","vs.","0","ZETA Division","A","ZETA Division","Cassidy","Crazy Raccoon","Brig","Hazard","Echo","Tracer","Kiriko","Lucio","DVa","Echo","Tracer","Juno","Lucio","korea"
"37","https://youtu.be/W0H-E_Dgw3Y?t=7808","Jan 21st","Regular Season","1","24/01/2025","New Junk City","B","Crazy Raccoon","1","vs.","1","ZETA Division","B","ZETA Division","Cassidy","Crazy Raccoon","Brig","Hazard","Echo","Tracer","Kiriko","Lucio","DVa","Echo","Tracer","Juno","Lucio","korea"
"38","https://youtu.be/W0H-E_Dgw3Y?t=7808","Jan 21st","Regular Season","1","24/01/2025","New Junk City","C","Crazy Raccoon","2","vs.","1","ZETA Division","C","ZETA Division","Cassidy","Crazy Raccoon","Brig","Hazard","Echo","Tracer","Kiriko","Lucio","DVa","Echo","Tracer","Juno","Lucio","korea"
"39","https://youtu.be/W0H-E_Dgw3Y?t=7808","Jan 21st","Regular Season","1","24/01/2025","New Junk City","D","Crazy Raccoon","3(W)","vs.","1","ZETA Division","D","ZETA Division","Cassidy","Crazy Raccoon","Brig","Winston","Echo","Tracer","Juno","Lucio","DVa","Echo","Tracer","Juno","Lucio","korea"
"40","https://youtu.be/janYO4VGXoM?t=1560","Jan 21st","Regular Season","1","24/01/2025","Lijiang Tower","Night Market","Poker Face","0","vs.","1","WAY","Night Market","Poker Face","Wrecking Ball","WAY","Sojourn","Hazard","Genji","Tracer","Kiriko","Lucio","Ramattra","Genji","Ashe","Juno","Lucio","korea"
"41","https://youtu.be/janYO4VGXoM?t=1560","Jan 21st","Regular Season","1","24/01/2025","Lijiang Tower","Garden","Poker Face","0","vs.","2(W)","WAY","Garden","Poker Face","Wrecking Ball","WAY","Sojourn","Hazard","Genji","Tracer","Kiriko","Lucio","Ramattra","Genji","Cassidy","Juno","Lucio","korea"
"42","https://youtu.be/janYO4VGXoM?t=3645","Jan 21st","Regular Season","1","24/01/2025","Numbani","D1","Poker Face","","vs.","1","WAY","A1","Poker Face","Kiriko","WAY","Echo","Hazard","Genji","Ashe","Ana","Brig","Sigma","Genji","Ashe","Juno","Lucio","korea"
"43","https://youtu.be/janYO4VGXoM?t=3645","Jan 21st","Regular Season","1","24/01/2025","Numbani","D2","Poker Face","","vs.","2","WAY","A2","Poker Face","Kiriko","WAY","Echo","Hazard","Genji","Ashe","Ana","Brig","Sigma","Genji","Ashe","Juno","Lucio","korea"
"44","https://youtu.be/janYO4VGXoM?t=3645","Jan 21st","Regular Season","1","24/01/2025","Numbani","D3","Poker Face","","vs.","3","WAY","A3","Poker Face","Kiriko","WAY","Echo","Hazard","Genji","Ashe","Ana","Lucio","Sigma","Genji","Ashe","Juno","Lucio","korea"
"45","https://youtu.be/janYO4VGXoM?t=3645","Jan 21st","Regular Season","1","24/01/2025","Numbani","A1","Poker Face","1","vs.","3","WAY","D1","Poker Face","Kiriko","WAY","Echo","Hazard","Genji","Ashe","Juno","Lucio","Sigma","Genji","Ashe","Juno","Lucio","korea"
"46","https://youtu.be/janYO4VGXoM?t=3645","Jan 21st","Regular Season","1","24/01/2025","Numbani","A2","Poker Face","1","vs.","3(W)","WAY","D2","Poker Face","Kiriko","WAY","Echo","Hazard","Genji","Ashe","Juno","Lucio","Sigma","Genji","Ashe","Juno","Lucio","korea"
"47","https://youtu.be/janYO4VGXoM?t=5126","Jan 21st","Regular Season","1","24/01/2025","Esperanca","Push","Poker Face","","vs.","W","WAY","Push","Poker Face","Sojourn","WAY","Hazard","Mauga","Genji","Tracer","Juno","Brig","Mauga","Genji","Cassidy","Juno","Brig","korea"
"48","https://youtu.be/M6OMo5hyv0w?t=1540","Jan 21st","Regular Season","1","25/01/2025","Samoa","Volcano","Poker Face","0","vs.","1","Team Falcons","Volcano","Poker Face","Tracer","Team Falcons","Ramattra","Hazard","Genji","Sojourn","Kiriko","Lucio","Hazard","Genji","Sojourn","Juno","Lucio","korea"
"49","https://youtu.be/M6OMo5hyv0w?t=1540","Jan 21st","Regular Season","1","25/01/2025","Samoa","Beach","Poker Face","0","vs.","2(W)","Team Falcons","Beach","Poker Face","Tracer","Team Falcons","Ramattra","Hazard","Genji","Sojourn","Kiriko","Lucio","Hazard","Genji","Sojourn","Juno","Lucio","korea"
"50","https://youtu.be/M6OMo5hyv0w?t=3116","Jan 21st","Regular Season","1","25/01/2025","Suravasa","A","Poker Face","0","vs.","1","Team Falcons","A","Poker Face","Sojourn","Team Falcons","Hazard","Mauga","Genji","Tracer","Juno","Lucio","DVa","Echo","Tracer","Juno","Lucio","korea"
"51","https://youtu.be/M6OMo5hyv0w?t=3116","Jan 21st","Regular Season","1","25/01/2025","Suravasa","E","Poker Face","0","vs.","2","Team Falcons","E","Poker Face","Sojourn","Team Falcons","Hazard","Mauga","Genji","Tracer","Kiriko","Lucio","DVa","Echo","Tracer","Juno","Lucio","korea"
"52","https://youtu.be/M6OMo5hyv0w?t=3116","Jan 21st","Regular Season","1","25/01/2025","Suravasa","D","Poker Face","0","vs.","3(W)","Team Falcons","D","Poker Face","Sojourn","Team Falcons","Hazard","DVa","Echo","Tracer","Kiriko","Lucio","DVa","Echo","Tracer","Juno","Lucio","korea"
"53","https://youtu.be/M6OMo5hyv0w?t=3987","Jan 21st","Regular Season","1","25/01/2025","Esperanca","Push","Poker Face","","vs.","","Team Falcons","Push","Poker Face","Hazard","Team Falcons","Brig","Zarya","Genji","Torbjorn","Juno","Lucio","DVa","Echo","Tracer","Juno","Lucio","korea"
"54","https://youtu.be/-44flwmzUNI?t=2081","Jan 21st","Regular Season","1","25/01/2025","Antarctic Peninsula","Labs","T1","1","vs.","0","Vesta Crew","Labs","Vesta Crew","Tracer","T1","Ramattra","Hazard","Genji","Sojourn","Juno","Lucio","Hazard","Genji","Sojourn","Juno","Lucio","korea"
"55","https://youtu.be/-44flwmzUNI?t=2081","Jan 21st","Regular Season","1","25/01/2025","Antarctic Peninsula","Icebreaker","T1","2(W)","vs.","0","Vesta Crew","Icebreaker","Vesta Crew","Tracer","T1","Ramattra","Hazard","Genji","Sojourn","Juno","Lucio","Hazard","Genji","Sojourn","Juno","Lucio","korea"
"56","https://youtu.be/-44flwmzUNI?t=3449","Jan 21st","Regular Season","1","25/01/2025","New Junk City","A","T1","1","vs.","0","Vesta Crew","A","Vesta Crew","Torbjorn","T1","Sigma","Hazard","Genji","Sojourn","Juno","Lucio","Hazard","Genji","Tracer","Juno","Lucio","korea"
"57","https://youtu.be/-44flwmzUNI?t=3449","Jan 21st","Regular Season","1","25/01/2025","New Junk City","B","T1","2","vs.","0","Vesta Crew","B","Vesta Crew","Torbjorn","T1","Sigma","Hazard","Genji","Tracer","Juno","Lucio","Hazard","Genji","Tracer","Juno","Lucio","korea"
"58","https://youtu.be/-44flwmzUNI?t=3449","Jan 21st","Regular Season","1","25/01/2025","New Junk City","D","T1","2","vs.","1","Vesta Crew","D","Vesta Crew","Torbjorn","T1","Sigma","Hazard","Genji","Tracer","Juno","Lucio","Hazard","Genji","Tracer","Juno","Lucio","korea"
"59","https://youtu.be/-44flwmzUNI?t=3449","Jan 21st","Regular Season","1","25/01/2025","New Junk City","C","T1","3(W)","vs.","1","Vesta Crew","C","Vesta Crew","Torbjorn","T1","Sigma","Hazard","Genji","Tracer","Juno","Lucio","Hazard","Genji","Tracer","Juno","Lucio","korea"
"60","https://youtu.be/-44flwmzUNI?t=4918","Jan 21st","Regular Season","1","25/01/2025","Colosseo","Push","T1","W","vs.","","Vesta Crew","Push","Vesta Crew","Wrecking Ball","T1","Ana","Hazard","Genji","Sojourn","Juno","Lucio","Hazard","Genji","Sojourn","Juno","Lucio","korea"
"61","https://youtu.be/zeVj-5r57Gk?t=1729","Jan 21st","Regular Season","1","25/01/2025","Oasis","University","Crazy Raccoon","0","vs.","1","From The Gamer","University","From The Gamer","Tracer","Crazy Raccoon","Juno","Wrecking Ball","Pharah","Sojourn","Ana","Lucio","Hazard","Genji","Sojourn","Kiriko","Lucio","korea"
"62","https://youtu.be/zeVj-5r57Gk?t=1729","Jan 21st","Regular Season","1","25/01/2025","Oasis","City Center","Crazy Raccoon","0","vs.","2(W)","From The Gamer","City Center","From The Gamer","Tracer","Crazy Raccoon","Juno","Hazard","Genji","Sojourn","Kiriko","Lucio","Hazard","Genji","Sojourn","Kiriko","Lucio","korea"
"63","https://youtu.be/zeVj-5r57Gk?t=2754","Jan 21st","Regular Season","1","25/01/2025","Suravasa","A","Crazy Raccoon","1","vs.","0","From The Gamer","A","Crazy Raccoon","Sojourn","From The Gamer","Ana","Hazard","Echo","Tracer","Juno","Lucio","Mauga","Echo","Cassidy","Juno","Lucio","korea"
"64","https://youtu.be/zeVj-5r57Gk?t=2754","Jan 21st","Regular Season","1","25/01/2025","Suravasa","C","Crazy Raccoon","1","vs.","1","From The Gamer","C","Crazy Raccoon","Sojourn","From The Gamer","Ana","Hazard","Echo","Tracer","Juno","Lucio","Hazard","Echo","Cassidy","Juno","Lucio","korea"
"65","https://youtu.be/zeVj-5r57Gk?t=2754","Jan 21st","Regular Season","1","25/01/2025","Suravasa","B","Crazy Raccoon","2","vs.","1","From The Gamer","B","Crazy Raccoon","Sojourn","From The Gamer","Ana","Hazard","Echo","Tracer","Juno","Lucio","Hazard","Echo","Cassidy","Juno","Lucio","korea"
"66","https://youtu.be/zeVj-5r57Gk?t=2754","Jan 21st","Regular Season","1","25/01/2025","Suravasa","D","Crazy Raccoon","2","vs.","2","From The Gamer","D","Crazy Raccoon","Sojourn","From The Gamer","Ana","Hazard","Echo","Tracer","Juno","Lucio","Hazard","Tracer","Cassidy","Juno","Lucio","korea"
"67","https://youtu.be/zeVj-5r57Gk?t=2754","Jan 21st","Regular Season","1","25/01/2025","Suravasa","E","Crazy Raccoon","3(W)","vs.","2","From The Gamer","E","Crazy Raccoon","Sojourn","From The Gamer","Ana","Hazard","Echo","Tracer","Juno","Lucio","Hazard","Tracer","Cassidy","Juno","Lucio","korea"
"68","https://youtu.be/zeVj-5r57Gk?t=4308","Jan 21st","Regular Season","1","25/01/2025","Esperanca","Push","Crazy Raccoon","W","vs.","","From The Gamer","Push","From The Gamer","Hazard","Crazy Raccoon","Sombra","Winston","Tracer","Ashe","Ana","Brig","DVa","Tracer","Cassidy","Juno","Lucio","korea"
"69","https://youtu.be/zeVj-5r57Gk?t=5486","Jan 21st","Regular Season","1","25/01/2025","Numbani","A1","Crazy Raccoon","1","vs.","","From The Gamer","D1","From The Gamer","Pharah","Crazy Raccoon","Mercy","Winston","Echo","Tracer","Kiriko","Lucio","Hazard","Symmetra","Ashe","Ana","Lucio","korea"
"70","https://youtu.be/zeVj-5r57Gk?t=5486","Jan 21st","Regular Season","1","25/01/2025","Numbani","A2","Crazy Raccoon","2","vs.","","From The Gamer","D2","From The Gamer","Pharah","Crazy Raccoon","Mercy","Winston","Genji","Tracer","Kiriko","Lucio","Hazard","Tracer","Cassidy","Ana","Brig","korea"
"71","https://youtu.be/zeVj-5r57Gk?t=5486","Jan 21st","Regular Season","1","25/01/2025","Numbani","A3","Crazy Raccoon","3","vs.","","From The Gamer","D3","From The Gamer","Pharah","Crazy Raccoon","Mercy","Winston","Genji","Tracer","Kiriko","Lucio","Hazard","Tracer","Sojourn","Ana","Brig","korea"
"72","https://youtu.be/zeVj-5r57Gk?t=5486","Jan 21st","Regular Season","1","25/01/2025","Numbani","D1","Crazy Raccoon","3","vs.","1","From The Gamer","A1","From The Gamer","Pharah","Crazy Raccoon","Mercy","Hazard","Tracer","Cassidy","Juno","Brig","Hazard","Genji","Ashe","Ana","Lucio","korea"
"73","https://youtu.be/zeVj-5r57Gk?t=5486","Jan 21st","Regular Season","1","25/01/2025","Numbani","D2","Crazy Raccoon","3","vs.","2","From The Gamer","A2","From The Gamer","Pharah","Crazy Raccoon","Mercy","Hazard","Genji","Sojourn","Juno","Lucio","Hazard","Genji","Sojourn","Ana","Lucio","korea"
"74","https://youtu.be/zeVj-5r57Gk?t=5486","Jan 21st","Regular Season","1","25/01/2025","Numbani","D3","Crazy Raccoon","","vs.","","From The Gamer","A3","From The Gamer","Pharah","Crazy Raccoon","Mercy","Winston","Genji","Sojourn","Juno","Brig","Hazard","Genji","Sojourn","Juno","Lucio","korea"
"75","https://youtu.be/L9NseXzFYrU?t=1285","Jan 21st","Regular Season","1","26/01/2025","Samoa","Volcano","WAY","1","vs.","","Vesta Crew","Volcano","WAY","Ramattra","Vesta Crew","Ashe","Sigma","Genji","Sojourn","Juno","Lucio","Hazard","Genji","Sojourn","Juno","Lucio","korea"
"76","https://youtu.be/L9NseXzFYrU?t=1285","Jan 21st","Regular Season","1","26/01/2025","Samoa","Beach","WAY","2(W)","vs.","","Vesta Crew","Beach","WAY","Ramattra","Vesta Crew","Ashe","Sigma","Tracer","Sombra","Juno","Lucio","Hazard","Genji","Sojourn","Juno","Lucio","korea"
"77","https://youtu.be/L9NseXzFYrU?t=2531","Jan 21st","Regular Season","1","26/01/2025","Suravasa","A","WAY","1","vs.","","Vesta Crew","A","Vesta Crew","Wrecking Ball","WAY","Sojourn","Ramattra","Tracer","Sombra","Juno","Lucio","Hazard","Genji","Ashe","Juno","Lucio","korea"
"78","https://youtu.be/L9NseXzFYrU?t=2531","Jan 21st","Regular Season","1","26/01/2025","Suravasa","E","WAY","2","vs.","","Vesta Crew","E","Vesta Crew","Wrecking Ball","WAY","Sojourn","Ramattra","Tracer","Sombra","Juno","Lucio","Hazard","Genji","Ashe","Juno","Lucio","korea"
"79","https://youtu.be/L9NseXzFYrU?t=2531","Jan 21st","Regular Season","1","26/01/2025","Suravasa","D","WAY","3(W)","vs.","","Vesta Crew","D","Vesta Crew","Wrecking Ball","WAY","Sojourn","Ramattra","Tracer","Sombra","Juno","Lucio","Hazard","Tracer","Cassidy","Juno","Lucio","korea"
"80","https://youtu.be/L9NseXzFYrU?t=3459","Jan 21st","Regular Season","1","26/01/2025","Colosseo","Push","WAY","W","vs.","","Vesta Crew","Push","Vesta Crew","Ramattra","WAY","Brig","Wrecking Ball","Genji","Sojourn","Juno","Lucio","Hazard","Tracer","Sojourn","Ana","Lucio","korea"
"81","https://youtu.be/viTFTqPuEnQ?t=265","Jan 21st","Regular Season","1","26/01/2025","Lijiang Tower","Night Market","ZETA Division","0","vs.","1","T1","Night Market","ZETA Division","Tracer","T1","Baptiste","Hazard","Genji","Sojourn","Juno","Lucio","Hazard","Genji","Sojourn","Juno","Lucio","korea"
"82","https://youtu.be/viTFTqPuEnQ?t=265","Jan 21st","Regular Season","1","26/01/2025","Lijiang Tower","Garden","ZETA Division","0","vs.","2(W)","T1","Garden","ZETA Division","Tracer","T1","Baptiste","Hazard","Genji","Sojourn","Juno","Lucio","Hazard","Genji","Sojourn","Juno","Lucio","korea"
"83","https://youtu.be/viTFTqPuEnQ?t=1624","Jan 21st","Regular Season","1","26/01/2025","King's Row","A1","ZETA Division","1","vs.","","T1","D1","ZETA Division","Kiriko","T1","Ashe","DVa","Echo","Tracer","Juno","Lucio","Ramattra","Genji","Widow","Juno","Brig","korea"
"84","https://youtu.be/viTFTqPuEnQ?t=1624","Jan 21st","Regular Season","1","26/01/2025","King's Row","A2","ZETA Division","2","vs.","","T1","D2","ZETA Division","Kiriko","T1","Ashe","DVa","Echo","Tracer","Juno","Lucio","Doomfist","Genji","Tracer","Juno","Brig","korea"
"85","https://youtu.be/viTFTqPuEnQ?t=1624","Jan 21st","Regular Season","1","26/01/2025","King's Row","A3","ZETA Division","3","vs.","","T1","D3","ZETA Division","Kiriko","T1","Ashe","DVa","Echo","Tracer","Juno","Lucio","Doomfist","Tracer","Sojourn","Juno","Brig","korea"
"86","https://youtu.be/viTFTqPuEnQ?t=1624","Jan 21st","Regular Season","1","26/01/2025","King's Row","D1","ZETA Division","3","vs.","1","T1","A1","ZETA Division","Kiriko","T1","Ashe","DVa","Mei","Sojourn","Ana","Juno","Ramattra","Genji","Sojourn","Juno","Brig","korea"
"87","https://youtu.be/viTFTqPuEnQ?t=1624","Jan 21st","Regular Season","1","26/01/2025","King's Row","D2","ZETA Division","3","vs.","2","T1","A2","ZETA Division","Kiriko","T1","Ashe","DVa","Mei","Sojourn","Ana","Juno","Ramattra","Genji","Sojourn","Juno","Brig","korea"
